ID,Severity,CWE,Type,Tool,Location,Path,FileName,Line,Status,risk_level,output
72314,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\unpublish.js,Atom x64\resources\app\apm\lib,,14,False Positive,,
72315,High,79.0,Cross-site Scripting (XSS),ESLint,Atom x64\resources\app\apm\lib\unpublish.js,Atom x64\resources\app\apm\lib,,25,Escalated,,
72316,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\unpublish.js,Atom x64\resources\app\apm\lib,,8,False Positive,,
72317,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\unpublish.js,Atom x64\resources\app\apm\lib,,16,False Positive,,
72615,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\login.js,Atom x64\resources\app\apm\lib,,9,False Positive,,
72617,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\login.js,Atom x64\resources\app\apm\lib,,7,False Positive,,
72618,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\login.js,Atom x64\resources\app\apm\lib,,11,False Positive,,
72619,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\login.js,Atom x64\resources\app\apm\lib,,17,False Positive,,
72620,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\login.js,Atom x64\resources\app\apm\lib,,5,False Positive,,
72622,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\login.js,Atom x64\resources\app\apm\lib,,13,False Positive,,
72623,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\login.js,Atom x64\resources\app\apm\lib,,15,False Positive,,
72625,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\login.js,Atom x64\resources\app\apm\lib,,105,False Positive,,
72627,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\login.js,Atom x64\resources\app\apm\lib,,19,False Positive,,
73182,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\unstar.js,Atom x64\resources\app\apm\lib,,4,False Positive,,
73183,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\unstar.js,Atom x64\resources\app\apm\lib,,8,False Positive,,
73184,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\unstar.js,Atom x64\resources\app\apm\lib,,12,False Positive,,
73186,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\unstar.js,Atom x64\resources\app\apm\lib,,10,False Positive,,
73188,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\unstar.js,Atom x64\resources\app\apm\lib,,6,False Positive,,
73189,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\unstar.js,Atom x64\resources\app\apm\lib,,30,False Positive,,
73193,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\unstar.js,Atom x64\resources\app\apm\lib,,28,False Positive,,
73194,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\unstar.js,Atom x64\resources\app\apm\lib,,27,False Positive,,
73196,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\unstar.js,Atom x64\resources\app\apm\lib,,14,False Positive,,
73197,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\unstar.js,Atom x64\resources\app\apm\lib,,16,False Positive,,
73198,High,79.0,Cross-site Scripting (XSS),ESLint,Atom x64\resources\app\apm\lib\unstar.js,Atom x64\resources\app\apm\lib,,21,Escalated,,
73600,High,697.0,Comparison,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,196,Escalated,,
73601,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,46,False Positive,,
73602,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,255,Escalated,,
73603,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,752,False Positive,,
73604,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,502,False Positive,,
73605,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,13,False Positive,,
73607,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,25,False Positive,,
73608,High,697.0,Comparison,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,489,Escalated,,
73609,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,35,False Positive,,
73611,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,485,False Positive,,
73614,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,11,False Positive,,
73615,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,7,False Positive,,
73616,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,33,False Positive,,
73618,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,287,False Positive,,
73619,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,403,Escalated,,
73620,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,451,Escalated,,
73621,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,553,Escalated,,
73623,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,289,False Positive,,
73624,High,79.0,Cross-site Scripting (XSS),ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,53,Escalated,,
73626,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,534,Escalated,,
73627,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,360,False Positive,,
73628,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,370,Escalated,,
73630,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,493,False Positive,,
73631,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,23,False Positive,,
73633,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,447,Escalated,,
73634,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,19,False Positive,,
73635,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,27,False Positive,,
73636,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,21,False Positive,,
73637,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,9,False Positive,,
73638,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,651,False Positive,,
73639,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,327,Escalated,,
73640,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,725,Escalated,,
73644,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,709,False Positive,,
73647,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,630,Escalated,,
73650,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,5,False Positive,,
73652,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,514,Escalated,,
73655,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,31,False Positive,,
73656,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,814,Escalated,,
73658,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,487,False Positive,,
73659,High,697.0,Comparison,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,82,Escalated,,
73661,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,29,False Positive,,
73662,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,306,Escalated,,
73663,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,15,False Positive,,
73664,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,448,Escalated,,
73665,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,158,False Positive,,
73667,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,534,False Positive,,
73671,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,200,False Positive,,
73673,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,106,Escalated,,
73675,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,17,False Positive,,
73676,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,37,False Positive,,
73677,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,172,False Positive,,
73678,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,574,Escalated,,
73679,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,642,Escalated,,
73680,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\install.js,Atom x64\resources\app\apm\lib,,86,False Positive,,
74271,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\postinstall.js,Atom x64\resources\app\apm\script,,4,False Positive,,
74272,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\postinstall.js,Atom x64\resources\app\apm\script,,8,False Positive,,
74273,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\script\postinstall.js,Atom x64\resources\app\apm\script,,20,Escalated,,
74274,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\script\postinstall.js,Atom x64\resources\app\apm\script,,18,Escalated,,
74275,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\postinstall.js,Atom x64\resources\app\apm\script,,7,False Positive,,
74276,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\postinstall.js,Atom x64\resources\app\apm\script,,5,False Positive,,
74277,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\script\postinstall.js,Atom x64\resources\app\apm\script,,3,Escalated,,
74278,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\postinstall.js,Atom x64\resources\app\apm\script,,24,False Positive,,
74279,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\postinstall.js,Atom x64\resources\app\apm\script,,19,False Positive,,
74280,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\postinstall.js,Atom x64\resources\app\apm\script,,23,False Positive,,
74281,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\script\postinstall.js,Atom x64\resources\app\apm\script,,19,Escalated,,
74282,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\postinstall.js,Atom x64\resources\app\apm\script,,3,False Positive,,
74283,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\script\postinstall.js,Atom x64\resources\app\apm\script,,17,Escalated,,
74284,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\postinstall.js,Atom x64\resources\app\apm\script,,18,False Positive,,
74285,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\postinstall.js,Atom x64\resources\app\apm\script,,20,False Positive,,
74319,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\init.js,Atom x64\resources\app\apm\lib,,5,False Positive,,
74321,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\init.js,Atom x64\resources\app\apm\lib,,9,False Positive,,
74323,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\init.js,Atom x64\resources\app\apm\lib,,131,Escalated,,
74324,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\init.js,Atom x64\resources\app\apm\lib,,84,False Positive,,
74332,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\init.js,Atom x64\resources\app\apm\lib,,11,False Positive,,
74335,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\init.js,Atom x64\resources\app\apm\lib,,76,False Positive,,
74336,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\init.js,Atom x64\resources\app\apm\lib,,97,False Positive,,
74340,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\init.js,Atom x64\resources\app\apm\lib,,181,False Positive,,
74342,High,79.0,Cross-site Scripting (XSS),ESLint,Atom x64\resources\app\apm\lib\init.js,Atom x64\resources\app\apm\lib,,18,Escalated,,
74345,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\init.js,Atom x64\resources\app\apm\lib,,142,Escalated,,
74349,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\init.js,Atom x64\resources\app\apm\lib,,105,False Positive,,
74350,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\init.js,Atom x64\resources\app\apm\lib,,7,False Positive,,
74351,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\init.js,Atom x64\resources\app\apm\lib,,13,False Positive,,
74354,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\init.js,Atom x64\resources\app\apm\lib,,124,False Positive,,
74359,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\init.js,Atom x64\resources\app\apm\lib,,138,Escalated,,
74360,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\init.js,Atom x64\resources\app\apm\lib,,119,False Positive,,
74904,High,697.0,Comparison,ESLint,Atom x64\resources\app\apm\lib\packages.js,Atom x64\resources\app\apm\lib,,15,Escalated,,
74905,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\packages.js,Atom x64\resources\app\apm\lib,,7,False Positive,,
74907,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\packages.js,Atom x64\resources\app\apm\lib,,4,False Positive,,
75299,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\request.js,Atom x64\resources\app\apm\lib,,4,False Positive,,
75300,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\request.js,Atom x64\resources\app\apm\lib,,8,False Positive,,
75301,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\request.js,Atom x64\resources\app\apm\lib,,23,False Positive,,
75302,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\request.js,Atom x64\resources\app\apm\lib,,39,False Positive,,
75303,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\request.js,Atom x64\resources\app\apm\lib,,6,False Positive,,
75304,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\request.js,Atom x64\resources\app\apm\lib,,28,False Positive,,
75634,High,79.0,Cross-site Scripting (XSS),ESLint,Atom x64\resources\app\apm\lib\disable.js,Atom x64\resources\app\apm\lib,,23,Escalated,,
75635,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\disable.js,Atom x64\resources\app\apm\lib,,14,False Positive,,
75636,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\disable.js,Atom x64\resources\app\apm\lib,,4,False Positive,,
75638,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\disable.js,Atom x64\resources\app\apm\lib,,92,Escalated,,
75639,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\disable.js,Atom x64\resources\app\apm\lib,,12,False Positive,,
75640,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\disable.js,Atom x64\resources\app\apm\lib,,16,False Positive,,
75641,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\disable.js,Atom x64\resources\app\apm\lib,,18,False Positive,,
75644,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\disable.js,Atom x64\resources\app\apm\lib,,71,False Positive,,
75645,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\disable.js,Atom x64\resources\app\apm\lib,,8,False Positive,,
75646,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\disable.js,Atom x64\resources\app\apm\lib,,56,Escalated,,
75652,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\disable.js,Atom x64\resources\app\apm\lib,,6,False Positive,,
75653,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\disable.js,Atom x64\resources\app\apm\lib,,10,False Positive,,
75673,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\config.js,Atom x64\resources\app\apm\lib,,45,False Positive,,
75674,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\config.js,Atom x64\resources\app\apm\lib,,50,False Positive,,
75678,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\config.js,Atom x64\resources\app\apm\lib,,21,False Positive,,
75679,High,79.0,Cross-site Scripting (XSS),ESLint,Atom x64\resources\app\apm\lib\config.js,Atom x64\resources\app\apm\lib,,27,Escalated,,
75680,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\config.js,Atom x64\resources\app\apm\lib,,10,False Positive,,
75681,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\config.js,Atom x64\resources\app\apm\lib,,6,False Positive,,
75684,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\config.js,Atom x64\resources\app\apm\lib,,37,False Positive,,
75685,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\config.js,Atom x64\resources\app\apm\lib,,14,False Positive,,
75688,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\config.js,Atom x64\resources\app\apm\lib,,8,False Positive,,
75689,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\config.js,Atom x64\resources\app\apm\lib,,12,False Positive,,
75690,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\config.js,Atom x64\resources\app\apm\lib,,4,False Positive,,
76463,Medium,665.0,Initialization,ESLint,Atom x64\resources\cli\atom.js,Atom x64\resources\cli,,5,False Positive,,
76464,Medium,665.0,Initialization,ESLint,Atom x64\resources\cli\atom.js,Atom x64\resources\cli,,4,False Positive,,
76465,Medium,665.0,Initialization,ESLint,Atom x64\resources\cli\atom.js,Atom x64\resources\cli,,9,False Positive,,
76466,Medium,665.0,Initialization,ESLint,Atom x64\resources\cli\atom.js,Atom x64\resources\cli,,6,False Positive,,
76467,Medium,665.0,Initialization,ESLint,Atom x64\resources\cli\atom.js,Atom x64\resources\cli,,1,False Positive,,
76468,High,77.0,Command Injection,ESLint,Atom x64\resources\cli\atom.js,Atom x64\resources\cli,,2,Escalated,,
76469,Medium,665.0,Initialization,ESLint,Atom x64\resources\cli\atom.js,Atom x64\resources\cli,,2,False Positive,,
76831,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\stars.js,Atom x64\resources\app\apm\lib,,12,False Positive,,
76832,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\stars.js,Atom x64\resources\app\apm\lib,,16,False Positive,,
76835,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\stars.js,Atom x64\resources\app\apm\lib,,6,False Positive,,
76836,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\stars.js,Atom x64\resources\app\apm\lib,,4,False Positive,,
76837,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\stars.js,Atom x64\resources\app\apm\lib,,14,False Positive,,
76839,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\stars.js,Atom x64\resources\app\apm\lib,,10,False Positive,,
76841,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\stars.js,Atom x64\resources\app\apm\lib,,20,False Positive,,
76842,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\stars.js,Atom x64\resources\app\apm\lib,,18,False Positive,,
76843,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\stars.js,Atom x64\resources\app\apm\lib,,8,False Positive,,
76849,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\stars.js,Atom x64\resources\app\apm\lib,,109,False Positive,,
